ICD10,System,Description
U07,Codes for special purposes,Provisional assignment of new diseases of uncertain etiology or emergency use
U08,Codes for special purposes,Provisional assignment of new diseases of uncertain etiology or emergency use
U09,Codes for special purposes,Provisional assignment of new diseases of uncertain etiology or emergency use
U10,Codes for special purposes,Provisional assignment of new diseases of uncertain etiology or emergency use
U11,Codes for special purposes,Provisional assignment of new diseases of uncertain etiology or emergency use
U12,Codes for special purposes,Provisional assignment of new diseases of uncertain etiology or emergency use
U13,Codes for special purposes,Provisional assignment of new diseases of uncertain etiology or emergency use
U14,Codes for special purposes,Provisional assignment of new diseases of uncertain etiology or emergency use
U15,Codes for special purposes,Provisional assignment of new diseases of uncertain etiology or emergency use
U16,Codes for special purposes,Provisional assignment of new diseases of uncertain etiology or emergency use
U17,Codes for special purposes,Provisional assignment of new diseases of uncertain etiology or emergency use
U18,Codes for special purposes,Provisional assignment of new diseases of uncertain etiology or emergency use
U19,Codes for special purposes,Provisional assignment of new diseases of uncertain etiology or emergency use
U20,Codes for special purposes,Provisional assignment of new diseases of uncertain etiology or emergency use
U21,Codes for special purposes,Provisional assignment of new diseases of uncertain etiology or emergency use
U22,Codes for special purposes,Provisional assignment of new diseases of uncertain etiology or emergency use
U23,Codes for special purposes,Provisional assignment of new diseases of uncertain etiology or emergency use
U24,Codes for special purposes,Provisional assignment of new diseases of uncertain etiology or emergency use
U25,Codes for special purposes,Provisional assignment of new diseases of uncertain etiology or emergency use
U26,Codes for special purposes,Provisional assignment of new diseases of uncertain etiology or emergency use
U27,Codes for special purposes,Provisional assignment of new diseases of uncertain etiology or emergency use
U28,Codes for special purposes,Provisional assignment of new diseases of uncertain etiology or emergency use
U29,Codes for special purposes,Provisional assignment of new diseases of uncertain etiology or emergency use
U30,Codes for special purposes,Provisional assignment of new diseases of uncertain etiology or emergency use
U31,Codes for special purposes,Provisional assignment of new diseases of uncertain etiology or emergency use
U32,Codes for special purposes,Provisional assignment of new diseases of uncertain etiology or emergency use
U33,Codes for special purposes,Provisional assignment of new diseases of uncertain etiology or emergency use
U34,Codes for special purposes,Provisional assignment of new diseases of uncertain etiology or emergency use
U35,Codes for special purposes,Provisional assignment of new diseases of uncertain etiology or emergency use
U36,Codes for special purposes,Provisional assignment of new diseases of uncertain etiology or emergency use
U37,Codes for special purposes,Provisional assignment of new diseases of uncertain etiology or emergency use
U38,Codes for special purposes,Provisional assignment of new diseases of uncertain etiology or emergency use
U39,Codes for special purposes,Provisional assignment of new diseases of uncertain etiology or emergency use
